step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
14,0.0019055468728765845,0.0019055468728765845,0.00026428907952359535,0.001,0.9
15,0.0018690105061978102,0.0018690105061978102,0.000264941776636058,0.001,0.9
16,0.001805931213311851,0.001805931213311851,0.00024509400715492076,0.001,0.9
17,0.0018008488696068525,0.0018008488696068525,0.0002452612449797209,0.001,0.9
18,0.0017579381819814444,0.0017579381819814444,0.00023142713989146598,0.001,0.9
19,0.0017183960881084204,0.0017183960881084204,0.00024069741735468727,0.001,0.9
20,0.0016942934598773718,0.0016942934598773718,0.00023465845985600189,0.001,0.9
step,loss,loss/mean,loss/std,lr,momentum
1,0.01241624541580677,0.01241624541580677,0.011747343609264606,0.001,0.9
2,0.00453190878033638,0.00453190878033638,0.0007566168286558137,0.001,0.9
3,0.003502846462652087,0.003502846462652087,0.0005007474801245009,0.001,0.9
4,0.0030335555784404278,0.0030335555784404278,0.00042532414875571313,0.001,0.9
5,0.0027532726526260376,0.0027532726526260376,0.0004159332824149602,0.001,0.9
6,0.0025770338252186775,0.0025770338252186775,0.0003678447739793549,0.001,0.9
7,0.0024128153454512358,0.0024128153454512358,0.000333690427242624,0.001,0.9
8,0.0022888178937137127,0.0022888178937137127,0.0003095196207975468,0.001,0.9
9,0.0022236162330955267,0.0022236162330955267,0.000308519705598632,0.001,0.9
10,0.002125175204128027,0.002125175204128027,0.00028908070152201473,0.001,0.9
11,0.002050852868705988,0.002050852868705988,0.0002898138678326273,0.001,0.9
12,0.0019978457130491734,0.0019978457130491734,0.00029170000656049687,0.001,0.9
13,0.001948129734955728,0.001948129734955728,0.000290838773173423,0.001,0.9
